cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id,question_id,createddate
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New York,8/31/2016,9/6/2016,Google Consumer Surveys,B,1033,lv,0.0003526,37.34,28.83,7.16,44.67418,37.55706,3.032932,45473,70791,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/5/2016,8/18/2016,Ipsos,A-,512,lv,0.0003521,37.83,36.52,,37.04071,38.19122,,44982,69015,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/4/2016,8/8/2016,Ipsos,A-,1154,lv,0.0003512,40.5,34.3,7.7,42.03122,38.22815,4.899806,44802,68603,8/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/15/2016,9/17/2016,The Times-Picayune/Lucid,,1468,lv,0.0003502,42,38,8,44.28477,42.26849,3.795284,46218,72277,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/13/2016,9/15/2016,The Times-Picayune/Lucid,,1704,lv,0.0003472,43,36,8,45.33224,40.3516,3.757405,46216,72275,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/14/2016,9/16/2016,The Times-Picayune/Lucid,,1557,lv,0.0003436,42,36,8,44.31404,40.29124,3.77881,46217,72276,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/31/2016,9/6/2016,Google Consumer Surveys,B,837,lv,0.0003434,29.08,35.47,9.51,36.38398,44.15148,5.382932,45474,70792,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Texas,8/31/2016,9/6/2016,Google Consumer Surveys,B,1170,lv,0.0003433,30.5,39.55,9.18,37.74197,48.13791,5.052932,45482,70800,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,8/19/2016,8/25/2016,Ipsos,A-,518,lv,0.0003431,60.74,25.03,,60.47285,26.58922,,45001,69054,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/25/2016,8/31/2016,CVOTER International,C+,1173,lv,0.0003413,48.36,46.05,,46.72859,43.75163,,45270,69631,9/2/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Mississippi,3/28/2016,3/30/2016,"Mason-Dixon Polling & Research, Inc.",B+,625,rv,0.000339,43,46,,41.17066,48.58309,,36696,50466,4/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/11/2016,8/14/2016,Morning Consult,,2001,rv,0.000335,39,33,9,43.43552,40.55894,3.29265,44849,68736,8/14/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,7/29/2016,8/18/2016,Ipsos,A-,475,lv,0.0003345,52.87,29.37,,52.38881,31.20725,,44957,68990,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/13/2016,USC Dornsife/LA Times,,2550,lv,0.0003337,41.99,46.68,,43.9856,44.57675,,45735,71412,9/14/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oklahoma,8/10/2016,8/16/2016,Google Consumer Surveys,B,240,lv,0.0003282,27.28,39.25,12.88,34.10722,48.57603,8.84201,45626,71011,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Illinois,8/31/2016,9/6/2016,Google Consumer Surveys,B,1185,lv,0.0003257,34.91,29.27,9.22,42.19141,37.91743,5.092932,45453,70771,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/6/2016,9/12/2016,USC Dornsife/LA Times,,2665,lv,0.0003232,42.76,45.83,,44.7557,43.77816,,45718,71353,9/13/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/3/2016,8/7/2016,Ipsos,A-,1119,lv,0.0003198,40.8,33.4,8.7,42.32818,37.29958,5.938391,44803,68604,8/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/24/2016,8/30/2016,Google Consumer Surveys,B,22189,lv,0.0003185,35.95,32.68,8.69,43.18684,41.65505,4.535314,45249,69566,8/31/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Montana,8/10/2016,8/16/2016,Google Consumer Surveys,B,107,lv,0.0003182,30.27,33.17,8,37.30238,42.96688,3.96201,45616,71001,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,8/17/2016,8/23/2016,Google Consumer Surveys,B,414,lv,0.0003179,17.97,56.78,5.5,24.78738,65.54175,1.364443,45542,70927,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arkansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,151,lv,0.0003165,23.56,40.99,9.77,30.4164,50.38299,5.73201,45593,70978,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,8/24/2016,8/30/2016,Google Consumer Surveys,B,524,lv,0.0003158,38.29,24.77,9.46,45.62587,33.91272,5.305314,45512,70830,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/2/2016,8/6/2016,Ipsos,A-,1175,lv,0.0003155,41.2,35.5,7.7,42.72635,39.36257,4.977418,44804,68605,8/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/24/2016,8/30/2016,CVOTER International,C+,1162,lv,0.0003152,48.94,46.11,,47.27736,43.84645,,45265,69610,9/1/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Tennessee,8/17/2016,8/23/2016,Google Consumer Surveys,B,529,lv,0.0003141,25.93,46.25,7.62,32.95417,55.42144,3.484443,45582,70967,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/9/2016,9/11/2016,The Times-Picayune/Lucid,,2121,lv,0.000313,43,37,7,45.39417,41.55085,2.593322,46212,72271,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/8/2016,9/10/2016,The Times-Picayune/Lucid,,2317,lv,0.000313,43,37,7,45.40422,41.61221,2.553407,46211,72270,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Massachusetts,8/17/2016,8/23/2016,Google Consumer Surveys,B,509,lv,0.0003129,50.66,22,7.53,58.14516,32.08472,3.394443,45559,70944,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,4/10/2016,4/11/2016,Emerson College,B,1043,lv,0.0003095,48,40,,46.01249,40.03806,,36738,62664,4/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Maryland,8/17/2016,8/23/2016,Google Consumer Surveys,B,439,lv,0.0003092,44.15,25.86,8.62,51.15575,34.99495,4.484442,45560,70945,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/12/2016,9/14/2016,The Times-Picayune/Lucid,,1627,lv,0.0003059,44,36,7,46.34873,40.3959,2.719058,46215,72274,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/19/2016,8/25/2016,Ipsos,A-,334,lv,0.0003049,49.83,43.29,,49.22766,44.41321,,45029,69082,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/12/2016,8/18/2016,Ipsos,A-,1216,lv,0.0003042,48.52,41.41,,48.4673,43.58127,,44947,68980,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/12/2016,8/25/2016,Ipsos,A-,362,lv,0.0003032,43.18,46.01,,42.36964,47.2265,,44999,69052,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/22/2016,7/26/2016,Ipsos,A-,2332,lv,0.0003029,37.6,38.4,5.8,39.75556,41.84096,3.26541,44686,68273,7/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/1/2016,8/5/2016,Ipsos,A-,1196,lv,0.0003015,39.8,36.8,7.4,41.31939,40.62539,4.721447,44805,68606,8/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New York,3/22/2016,3/29/2016,Quinnipiac University,A-,1667,rv,0.0003009,53,33,,52.88933,35.70807,,36672,50506,4/6/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Mexico,8/10/2016,8/16/2016,Google Consumer Surveys,B,181,lv,0.0002982,37.35,25.97,20.47,44.32457,35.63421,16.43201,45622,71007,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/9/2016,8/10/2016,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,0.0002972,43,40,8,45.38212,44.17451,4.580091,44824,68671,8/11/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/23/2016,8/29/2016,CVOTER International,C+,1173,lv,0.0002969,49.74,47.03,,48.05351,44.81283,,45241,69550,8/31/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/5/2016,8/18/2016,Ipsos,A-,765,lv,0.0002961,46.14,32.85,,46.07847,35.22437,,44967,69000,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,5/15/2016,5/19/2016,NBC News/Wall Street Journal,A-,1000,rv,0.0002959,46,43,,46.45942,47.25718,,44094,65979,5/22/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/31/2016,9/6/2016,Google Consumer Surveys,B,1195,lv,0.0002945,31.35,39.97,8.32,38.63771,48.62693,4.192931,45448,70766,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/19/2016,8/25/2016,Ipsos,A-,392,lv,0.0002934,47.24,40.69,,46.54807,41.79638,,45026,69079,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,4/4/2016,4/11/2016,Behavior Research Center (Rocky Mountain),A,564,rv,0.0002933,42,35,,41.32508,39.74503,,42742,62721,4/25/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Massachusetts,4/1/2016,4/10/2016,Western New England University,A-,497,rv,0.0002921,62,26,,58.88025,30.35689,,44030,65677,5/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/5/2016,9/11/2016,USC Dornsife/LA Times,,2596,lv,0.0002917,44.43,44.15,,46.43089,42.14486,,45703,71303,9/12/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/24/2016,8/30/2016,Google Consumer Surveys,B,771,lv,0.0002913,33.74,37.33,9.6,40.81878,46.03741,5.445314,45517,70902,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,8/10/2016,8/16/2016,Google Consumer Surveys,B,280,lv,0.0002907,27.03,46.2,7.4,33.73745,55.25114,3.36201,45608,70993,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/24/2016,8/30/2016,Google Consumer Surveys,B,578,lv,0.0002891,38.52,29.96,10.23,45.68442,38.81243,6.075314,45535,70920,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,8/24/2016,8/30/2016,Google Consumer Surveys,B,737,lv,0.0002891,37.83,29.03,7.69,45.12897,38.11025,3.535314,45521,70906,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/23/2016,7/27/2016,Ipsos,A-,2062,lv,0.0002888,39,36.9,5.9,41.0895,40.3545,3.359801,44710,68344,7/30/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/10/2016,9/12/2016,The Times-Picayune/Lucid,,1797,lv,0.0002885,44,36,7,46.37705,40.48804,2.639908,46213,72272,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/9/2016,7/11/2016,YouGov,B,932,rv,0.0002875,40,37,5,43.89351,42.05291,2.688338,44570,67910,7/13/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,8/17/2016,8/23/2016,Google Consumer Surveys,B,636,lv,0.0002866,27.58,44.61,8.54,34.43319,53.4427,4.404442,45550,70935,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/19/2016,8/25/2016,Ipsos,A-,666,lv,0.0002862,49.05,41.88,,49.09735,43.71222,,45004,69057,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/12/2016,8/25/2016,Ipsos,A-,407,lv,0.0002862,48.12,44.26,,47.4248,45.3984,,45025,69078,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,8/24/2016,8/30/2016,Google Consumer Surveys,B,549,lv,0.0002839,38.94,23.91,11.48,46.30519,33.10236,7.325314,45495,70813,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Nebraska,8/10/2016,8/16/2016,Google Consumer Surveys,B,180,lv,0.0002828,32.71,30.16,8.92,39.65995,39.7677,4.88201,45619,71004,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Oregon,8/17/2016,8/23/2016,Google Consumer Surveys,B,363,lv,0.0002811,37.86,25.34,8.79,45.08563,34.91057,4.654442,45577,70962,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/11/2016,9/13/2016,The Times-Picayune/Lucid,,1612,lv,0.0002803,44,36,8,46.36662,40.43146,3.683167,46214,72273,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,6/10/2016,6/16/2016,Saint Leo University,C+,459,lv,0.0002791,45.8,33.1,5.9,46.64997,39.60568,1.887414,44408,67452,6/27/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,California,8/31/2016,9/6/2016,Google Consumer Surveys,B,1457,lv,0.0002769,43.85,27.51,7.93,51.18789,36.24267,3.802931,45444,70762,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/21/2016,7/25/2016,Ipsos,A-,2289,lv,0.0002753,38,38.2,6.2,40.20855,41.64687,3.658333,44687,68274,7/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,3/23/2016,3/24/2016,SurveyUSA,A,904,lv,0.0002732,49,38,,44.75744,37.27707,,36658,50372,3/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/31/2016,8/4/2016,Ipsos,A-,1153,lv,0.0002731,40,38,6,41.53889,41.77912,3.357866,44776,68544,8/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Idaho,5/18/2016,6/4/2016,Dan Jones & Associates,C+,603,a,0.0002723,32,49,,30.83639,50.48251,,44359,67242,6/18/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/22/2016,8/28/2016,CVOTER International,C+,1145,lv,0.0002705,49.87,46.78,,48.1666,44.61171,,45147,70599,9/6/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/24/2016,7/28/2016,Ipsos,A-,1787,lv,0.000269,38.4,36.8,5.7,40.42942,40.25659,3.154851,44711,68345,7/30/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/29/2016,8/2/2016,Ipsos,A-,1283,lv,0.0002682,42.9,35.8,5,44.56009,39.45168,2.407629,44778,68546,8/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/25/2016,7/29/2016,Ipsos,A-,1662,lv,0.0002681,38.3,36.1,5.3,40.26086,39.59121,2.751198,44712,68346,7/30/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/24/2016,8/30/2016,Google Consumer Surveys,B,533,lv,0.0002678,37.2,32.28,8.7,44.48475,41.33616,4.545314,45493,70811,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/4/2016,9/10/2016,USC Dornsife/LA Times,,2565,lv,0.0002674,44.99,43.62,,47.00311,41.66162,,45690,71261,9/11/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Illinois,3/4/2016,3/10/2016,Marist College,A,1968,rv,0.0002672,57,32,,54.29819,35.1171,,36597,65515,5/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Missouri,8/24/2016,8/30/2016,Google Consumer Surveys,B,584,lv,0.0002654,37.17,32.83,8.19,44.34378,41.69828,4.035314,45513,70831,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/12/2016,8/25/2016,Ipsos,A-,542,lv,0.0002636,43.25,43.78,,42.08313,44.61443,,45016,69069,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/24/2016,8/30/2016,Google Consumer Surveys,B,578,lv,0.0002613,34.69,30.08,9.75,41.94751,39.09004,5.595314,45511,70829,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Indiana,8/24/2016,8/30/2016,Google Consumer Surveys,B,598,lv,0.0002579,34.59,30.45,8.61,41.73856,39.27557,4.455314,45504,70822,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Iowa,8/17/2016,8/23/2016,Google Consumer Surveys,B,308,lv,0.0002576,40.4,33.02,6.33,47.59905,42.5379,2.194443,45552,70937,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/21/2016,8/27/2016,CVOTER International,C+,1157,lv,0.0002552,49.91,46.9,,48.18663,44.78709,,45042,69096,8/29/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/30/2016,8/3/2016,Ipsos,A-,1143,lv,0.0002544,41.6,37.4,6,43.18748,41.11829,3.393171,44777,68545,8/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/28/2016,8/1/2016,Ipsos,A-,1291,lv,0.0002532,42.1,34.2,5.2,43.83803,37.83018,2.61044,44749,68433,8/2/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/7/2016,9/9/2016,The Times-Picayune/Lucid,,2043,lv,0.000253,43,38,8,45.41853,42.66804,3.519722,46210,72269,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Kentucky,8/10/2016,8/16/2016,Google Consumer Surveys,B,407,lv,0.0002511,33.42,34.87,7.65,40.28339,44.27904,3.61201,45607,70992,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/20/2016,8/26/2016,CVOTER International,C+,1211,lv,0.0002494,48.48,48.62,,46.74085,46.55967,,45043,69097,8/29/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/3/2016,9/9/2016,USC Dornsife/LA Times,,2566,lv,0.0002483,44.83,43.82,,46.84823,41.90859,,45688,71257,9/10/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Kansas,8/10/2016,8/16/2016,Google Consumer Surveys,B,244,lv,0.0002474,34.98,30.11,12.32,41.95049,39.76486,8.28201,45606,70991,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Pennsylvania,8/24/2016,8/30/2016,Google Consumer Surveys,B,882,lv,0.0002446,36.18,35.21,8.12,43.32788,44.03442,3.965314,45528,70913,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,4/12/2016,4/15/2016,St. Norbert College,A-,616,rv,0.0002437,46,34,,45.15401,37.69736,,42214,60435,4/20/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Arizona,8/5/2016,8/18/2016,Ipsos,A-,438,lv,0.0002417,39,47.03,,38.08081,48.53081,,44941,68974,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/27/2016,7/31/2016,Ipsos,A-,1309,lv,0.0002408,42.8,34,5.2,44.60956,37.59479,2.62369,44750,68434,8/2/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/26/2016,7/30/2016,Ipsos,A-,1393,lv,0.0002403,40.7,34.7,5.5,42.58649,38.24847,2.937015,44751,68435,8/2/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/2/2016,9/8/2016,USC Dornsife/LA Times,,2653,lv,0.0002383,44.46,44.33,,46.47153,42.4614,,45437,70749,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,South Carolina,8/10/2016,8/16/2016,Google Consumer Surveys,B,408,lv,0.0002364,30.09,39.17,7.42,36.79524,48.21607,3.38201,45630,71015,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Connecticut,8/10/2016,8/16/2016,Google Consumer Surveys,B,301,lv,0.0002347,41.81,26.61,9.18,48.86306,36.45436,5.14201,45597,70982,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Virginia,8/5/2016,8/18/2016,Ipsos,A-,643,lv,0.0002326,45.18,39.02,,44.28036,40.40589,,44979,69012,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/20/2016,7/24/2016,Ipsos,A-,2063,lv,0.0002304,38.8,37.5,6.6,41.05857,40.94737,4.057637,44688,68275,7/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Washington,8/17/2016,8/23/2016,Google Consumer Surveys,B,578,lv,0.0002295,43.11,24.38,9.69,50.36142,34.00166,5.554442,45587,70972,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,5/13/2016,5/17/2016,CBS News/New York Times,A-,1109,rv,0.0002285,47,41,,48.00062,43.92039,,44086,65968,5/20/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/19/2016,8/25/2016,CVOTER International,C+,1183,lv,0.0002273,48.95,48.33,,47.18927,46.31369,,45044,69098,8/29/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/1/2016,9/7/2016,USC Dornsife/LA Times,,2632,lv,0.0002195,44.5,43.44,,46.49894,41.60981,,45424,70731,9/8/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Louisiana,5/5/2016,5/6/2016,JMC Enterprises,C,624,lv,0.0002192,36,52,,35.56036,53.63009,,44043,65719,5/10/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New York,8/24/2016,8/30/2016,Google Consumer Surveys,B,1038,lv,0.0002165,41.64,29.9,6.98,48.9023,38.91816,2.825314,45524,70909,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/19/2016,9/25/2016,SurveyMonkey,C-,13598,lv,0.0002145,45,40,10,45.59953,41.42622,4.519536,46100,72092,9/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/18/2016,8/24/2016,CVOTER International,C+,1187,lv,0.0002131,47.73,48.52,,45.94786,46.54548,,44993,69029,8/26/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Colorado,7/29/2016,8/18/2016,Ipsos,A-,420,lv,0.0002111,42.39,38.74,,40.59832,39.50476,,44944,68977,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Wisconsin,8/24/2016,8/30/2016,Google Consumer Surveys,B,653,lv,0.0002085,39.85,27.23,9.12,47.17099,36.34752,4.965314,45538,70923,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/4/2016,8/5/2016,Morning Consult,,2001,rv,0.0002082,41,33,9,45.37196,40.5476,3.563924,44783,68577,8/7/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Ohio,8/24/2016,8/30/2016,Google Consumer Surveys,B,837,lv,0.0002076,28.93,34.5,9.55,36.16306,43.46865,5.395314,45525,70910,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,New Jersey,4/1/2016,4/8/2016,Rutgers University,B-,738,rv,0.0002052,50,36,,48.18893,40.67153,,42184,65682,5/5/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,7/2/2016,7/4/2016,YouGov,B,1004,rv,0.0002051,42,37,4,45.75558,42.0743,1.72323,44511,67754,7/6/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/31/2016,9/6/2016,USC Dornsife/LA Times,,2640,lv,0.0002045,44.13,43.76,,46.12053,41.95516,,45405,70697,9/7/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,North Carolina,8/5/2016,8/18/2016,Ipsos,A-,438,lv,0.0002035,47.24,45.25,,46.45304,46.65285,,44970,69003,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,9/6/2016,9/8/2016,The Times-Picayune/Lucid,,1780,lv,0.0002033,42,36,8,44.44166,40.72571,3.488509,46209,72268,9/28/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Georgia,3/31/2016,4/3/2016,Lake Research Partners,B+,400,lv,0.0002019,50,37,,47.89404,39.37371,,42188,59663,4/18/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Minnesota,8/17/2016,8/23/2016,Google Consumer Surveys,B,524,lv,0.0002016,36.85,24.96,9.04,44.02248,34.42526,4.904442,45563,70948,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,5/17/2016,5/18/2016,Gravis Marketing,B-,2542,rv,0.0002013,46,42,,46.40732,43.19724,,44144,66051,5/25/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,8/17/2016,8/23/2016,CVOTER International,C+,1196,lv,0.0002005,47.59,48.29,,45.79857,46.36214,,44987,69021,8/25/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Texas,8/24/2016,8/30/2016,Google Consumer Surveys,B,1120,lv,0.0001998,34.09,37.44,7.83,41.26304,46.30703,3.675314,45533,70918,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Michigan,8/5/2016,8/18/2016,Ipsos,A-,630,lv,0.0001994,43.97,42.89,,42.69656,44.00611,,44959,68992,8/24/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Alabama,8/10/2016,8/16/2016,Google Consumer Surveys,B,407,lv,0.0001988,19.55,54.53,5.69,26.21608,63.48619,1.65201,45592,70977,9/9/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,U.S.,5/14/2016,5/17/2016,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1021,rv,0.0001986,39,42,10,43.15775,47.47118,5.621748,44082,66157,6/3/16
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/1/16,Florida,8/24/2016,8/30/2016,Google Consumer Surveys,B,1360,lv,0.000196,30.85,39.89,8.44,38.06732,48.83199,4.285314,45498,70816,9/9/16
